[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] proposals 44% inserindo (13506/30184)
[progress] proposals 44% inserindo (13507/30184)
[progress] proposals 44% inserindo (13508/30184)
[progress] proposals 44% inserindo (13509/30184)
[progress] proposals 44% inserindo (13510/30184)
[progress] proposals 44% inserindo (13511/30184)
[progress] proposals 44% inserindo (13512/30184)
[progress] proposals 44% inserindo (13513/30184)
[progress] proposals 44% inserindo (13514/30184)
[progress] proposals 44% inserindo (13515/30184)
[progress] proposals 44% inserindo (13516/30184)
[progress] proposals 44% inserindo (13517/30184)
[progress] proposals 44% inserindo (13518/30184)
[progress] proposals 44% inserindo (13519/30184)
[progress] proposals 44% inserindo (13520/30184)
[progress] proposals 44% inserindo (13521/30184)
[progress] proposals 44% inserindo (13522/30184)
[progress] proposals 44% inserindo (13523/30184)
[progress] proposals 44% inserindo (13524/30184)
[progress] proposals 44% inserindo (13525/30184)
[progress] proposals 44% inserindo (13526/30184)
[progress] proposals 44% inserindo (13527/30184)
[progress] proposals 44% inserindo (13528/30184)
[progress] proposals 44% inserindo (13529/30184)
[progress] proposals 44% inserindo (13530/30184)
[progress] proposals 44% inserindo (13531/30184)
[progress] proposals 44% inserindo (13532/30184)
[progress] proposals 44% inserindo (13533/30184)
[progress] proposals 44% inserindo (13534/30184)
[progress] proposals 44% inserindo (13535/30184)
[progress] proposals 44% inserindo (13536/30184)
[progress] proposals 44% inserindo (13537/30184)
[progress] proposals 44% inserindo (13538/30184)
[progress] proposals 44% inserindo (13539/30184)
[progress] proposals 44% inserindo (13540/30184)
[progress] proposals 44% inserindo (13541/30184)
[progress] proposals 44% inserindo (13542/30184)
[progress] proposals 44% inserindo (13543/30184)
[progress] proposals 44% inserindo (13544/30184)
[progress] proposals 44% inserindo (13545/30184)
[progress] proposals 44% inserindo (13546/30184)
[progress] proposals 44% inserindo (13547/30184)
[progress] proposals 44% inserindo (13548/30184)
[progress] proposals 44% inserindo (13549/30184)
[progress] proposals 44% inserindo (13550/30184)
[progress] proposals 44% inserindo (13551/30184)
[progress] proposals 44% inserindo (13552/30184)
[progress] proposals 44% inserindo (13553/30184)
[progress] proposals 44% inserindo (13554/30184)
[progress] proposals 44% inserindo (13555/30184)
[progress] proposals 44% inserindo (13556/30184)
[progress] proposals 44% inserindo (13557/30184)
[progress] proposals 44% inserindo (13558/30184)
[progress] proposals 44% inserindo (13559/30184)
[progress] proposals 44% inserindo (13560/30184)
[progress] proposals 44% inserindo (13561/30184)
[progress] proposals 44% inserindo (13562/30184)
[progress] proposals 44% inserindo (13563/30184)
[progress] proposals 44% inserindo (13564/30184)
[progress] proposals 44% inserindo (13565/30184)
[progress] proposals 44% inserindo (13566/30184)
[progress] proposals 44% inserindo (13567/30184)
[progress] proposals 44% inserindo (13568/30184)
[progress] proposals 44% inserindo (13569/30184)
[progress] proposals 44% inserindo (13570/30184)
[progress] proposals 44% inserindo (13571/30184)
[progress] proposals 44% inserindo (13572/30184)
[progress] proposals 44% inserindo (13573/30184)
[progress] proposals 44% inserindo (13574/30184)
[progress] proposals 44% inserindo (13575/30184)
[progress] proposals 44% inserindo (13576/30184)
[progress] proposals 44% inserindo (13577/30184)
[progress] proposals 44% inserindo (13578/30184)
[progress] proposals 44% inserindo (13579/30184)
[progress] proposals 44% inserindo (13580/30184)
[progress] proposals 44% inserindo (13581/30184)
[progress] proposals 45% inserindo (13582/30184)
[progress] proposals 45% inserindo (13583/30184)
[progress] proposals 45% inserindo (13584/30184)
[progress] proposals 45% inserindo (13585/30184)
[progress] proposals 45% inserindo (13586/30184)
[progress] proposals 45% inserindo (13587/30184)
[progress] proposals 45% inserindo (13588/30184)
[progress] proposals 45% inserindo (13589/30184)
[progress] proposals 45% inserindo (13590/30184)
[progress] proposals 45% inserindo (13591/30184)
[progress] proposals 45% inserindo (13592/30184)
[progress] proposals 45% inserindo (13593/30184)
[progress] proposals 45% inserindo (13594/30184)
[progress] proposals 45% inserindo (13595/30184)
[progress] proposals 45% inserindo (13596/30184)
[progress] proposals 45% inserindo (13597/30184)
[progress] proposals 45% inserindo (13598/30184)
[progress] proposals 45% inserindo (13599/30184)
[progress] proposals 45% inserindo (13600/30184)
[progress] proposals 45% inserindo (13601/30184)
[progress] proposals 45% inserindo (13602/30184)
[progress] proposals 45% inserindo (13603/30184)
[progress] proposals 45% inserindo (13604/30184)
[progress] proposals 45% inserindo (13605/30184)
[progress] proposals 45% inserindo (13606/30184)
[progress] proposals 45% inserindo (13607/30184)
[progress] proposals 45% inserindo (13608/30184)
[progress] proposals 45% inserindo (13609/30184)
[progress] proposals 45% inserindo (13610/30184)
[progress] proposals 45% inserindo (13611/30184)
[progress] proposals 45% inserindo (13612/30184)
[progress] proposals 45% inserindo (13613/30184)
[progress] proposals 45% inserindo (13614/30184)
[progress] proposals 45% inserindo (13615/30184)
[progress] proposals 45% inserindo (13616/30184)
[progress] proposals 45% inserindo (13617/30184)
[progress] proposals 45% inserindo (13618/30184)
[progress] proposals 45% inserindo (13619/30184)
[progress] proposals 45% inserindo (13620/30184)
[progress] proposals 45% inserindo (13621/30184)
[progress] proposals 45% inserindo (13622/30184)
[progress] proposals 45% inserindo (13623/30184)
[progress] proposals 45% inserindo (13624/30184)
[progress] proposals 45% inserindo (13625/30184)
[progress] proposals 45% inserindo (13626/30184)
[progress] proposals 45% inserindo (13627/30184)
[progress] proposals 45% inserindo (13628/30184)
[progress] proposals 45% inserindo (13629/30184)
[progress] proposals 45% inserindo (13630/30184)
[progress] proposals 45% inserindo (13631/30184)
[progress] proposals 45% inserindo (13632/30184)
[progress] proposals 45% inserindo (13633/30184)
[progress] proposals 45% inserindo (13634/30184)
[progress] proposals 45% inserindo (13635/30184)
[progress] proposals 45% inserindo (13636/30184)
[progress] proposals 45% inserindo (13637/30184)
[progress] proposals 45% inserindo (13638/30184)
[progress] proposals 45% inserindo (13639/30184)
[progress] proposals 45% inserindo (13640/30184)
[progress] proposals 45% inserindo (13641/30184)
[progress] proposals 45% inserindo (13642/30184)
[progress] proposals 45% inserindo (13643/30184)
[progress] proposals 45% inserindo (13644/30184)
[progress] proposals 45% inserindo (13645/30184)
[progress] proposals 45% inserindo (13646/30184)
[progress] proposals 45% inserindo (13647/30184)
[progress] proposals 45% inserindo (13648/30184)
[progress] proposals 45% inserindo (13649/30184)
[progress] proposals 45% inserindo (13650/30184)
[progress] proposals 45% inserindo (13651/30184)
[progress] proposals 45% inserindo (13652/30184)
[progress] proposals 45% inserindo (13653/30184)
[progress] proposals 45% inserindo (13654/30184)
[progress] proposals 45% inserindo (13655/30184)
[progress] proposals 45% inserindo (13656/30184)
[progress] proposals 45% inserindo (13657/30184)
[progress] proposals 45% inserindo (13658/30184)
[progress] proposals 45% inserindo (13659/30184)
[progress] proposals 45% inserindo (13660/30184)
[progress] proposals 45% inserindo (13661/30184)
[progress] proposals 45% inserindo (13662/30184)
[progress] proposals 45% inserindo (13663/30184)
[progress] proposals 45% inserindo (13664/30184)
[progress] proposals 45% inserindo (13665/30184)
[progress] proposals 45% inserindo (13666/30184)
[progress] proposals 45% inserindo (13667/30184)
[progress] proposals 45% inserindo (13668/30184)
[progress] proposals 45% inserindo (13669/30184)
[progress] proposals 45% inserindo (13670/30184)
[progress] proposals 45% inserindo (13671/30184)
[progress] proposals 45% inserindo (13672/30184)
[progress] proposals 45% inserindo (13673/30184)
[progress] proposals 45% inserindo (13674/30184)
[progress] proposals 45% inserindo (13675/30184)
[progress] proposals 45% inserindo (13676/30184)
[progress] proposals 45% inserindo (13677/30184)
[progress] proposals 45% inserindo (13678/30184)
[progress] proposals 45% inserindo (13679/30184)
[progress] proposals 45% inserindo (13680/30184)
[progress] proposals 45% inserindo (13681/30184)
[progress] proposals 45% inserindo (13682/30184)
[progress] proposals 45% inserindo (13683/30184)
[progress] proposals 45% inserindo (13684/30184)
[progress] proposals 45% inserindo (13685/30184)
[progress] proposals 45% inserindo (13686/30184)
[progress] proposals 45% inserindo (13687/30184)
[progress] proposals 45% inserindo (13688/30184)
[progress] proposals 45% inserindo (13689/30184)
[progress] proposals 45% inserindo (13690/30184)
[progress] proposals 45% inserindo (13691/30184)
[progress] proposals 45% inserindo (13692/30184)
[progress] proposals 45% inserindo (13693/30184)
[progress] proposals 45% inserindo (13694/30184)
[progress] proposals 45% inserindo (13695/30184)
[progress] proposals 45% inserindo (13696/30184)
[progress] proposals 45% inserindo (13697/30184)
[progress] proposals 45% inserindo (13698/30184)
[progress] proposals 45% inserindo (13699/30184)
[progress] proposals 45% inserindo (13700/30184)
[progress] proposals 45% inserindo (13701/30184)
[progress] proposals 45% inserindo (13702/30184)
[progress] proposals 45% inserindo (13703/30184)
[progress] proposals 45% inserindo (13704/30184)
[progress] proposals 45% inserindo (13705/30184)
[progress] proposals 45% inserindo (13706/30184)
[progress] proposals 45% inserindo (13707/30184)
[progress] proposals 45% inserindo (13708/30184)
[progress] proposals 45% inserindo (13709/30184)
[progress] proposals 45% inserindo (13710/30184)
[progress] proposals 45% inserindo (13711/30184)
[progress] proposals 45% inserindo (13712/30184)
[progress] proposals 45% inserindo (13713/30184)
[progress] proposals 45% inserindo (13714/30184)
[progress] proposals 45% inserindo (13715/30184)
[progress] proposals 45% inserindo (13716/30184)
[progress] proposals 45% inserindo (13717/30184)
[progress] proposals 45% inserindo (13718/30184)
[progress] proposals 45% inserindo (13719/30184)
[progress] proposals 45% inserindo (13720/30184)
[progress] proposals 45% inserindo (13721/30184)
[progress] proposals 45% inserindo (13722/30184)
[progress] proposals 45% inserindo (13723/30184)
[progress] proposals 45% inserindo (13724/30184)
[progress] proposals 45% inserindo (13725/30184)
[progress] proposals 45% inserindo (13726/30184)
[progress] proposals 45% inserindo (13727/30184)
[progress] proposals 45% inserindo (13728/30184)
[progress] proposals 45% inserindo (13729/30184)
[progress] proposals 45% inserindo (13730/30184)
[progress] proposals 45% inserindo (13731/30184)
[progress] proposals 45% inserindo (13732/30184)
[progress] proposals 45% inserindo (13733/30184)
[progress] proposals 45% inserindo (13734/30184)
[progress] proposals 45% inserindo (13735/30184)
[progress] proposals 45% inserindo (13736/30184)
[progress] proposals 45% inserindo (13737/30184)
[progress] proposals 45% inserindo (13738/30184)
[progress] proposals 45% inserindo (13739/30184)
[progress] proposals 45% inserindo (13740/30184)
[progress] proposals 45% inserindo (13741/30184)
[progress] proposals 45% inserindo (13742/30184)
[progress] proposals 45% inserindo (13743/30184)
[progress] proposals 45% inserindo (13744/30184)
[progress] proposals 45% inserindo (13745/30184)
[progress] proposals 45% inserindo (13746/30184)
[progress] proposals 45% inserindo (13747/30184)
[progress] proposals 45% inserindo (13748/30184)
[progress] proposals 45% inserindo (13749/30184)
[progress] proposals 45% inserindo (13750/30184)
[progress] proposals 45% inserindo (13751/30184)
[progress] proposals 45% inserindo (13752/30184)
[progress] proposals 45% inserindo (13753/30184)
[progress] proposals 45% inserindo (13754/30184)
[progress] proposals 45% inserindo (13755/30184)
[progress] proposals 45% inserindo (13756/30184)
[progress] proposals 45% inserindo (13757/30184)
[progress] proposals 45% inserindo (13758/30184)
[progress] proposals 45% inserindo (13759/30184)
[progress] proposals 45% inserindo (13760/30184)
[progress] proposals 45% inserindo (13761/30184)
[progress] proposals 45% inserindo (13762/30184)
[progress] proposals 45% inserindo (13763/30184)
[progress] proposals 45% inserindo (13764/30184)
[progress] proposals 45% inserindo (13765/30184)
[progress] proposals 45% inserindo (13766/30184)
[progress] proposals 45% inserindo (13767/30184)
[progress] proposals 45% inserindo (13768/30184)
[progress] proposals 45% inserindo (13769/30184)
[progress] proposals 45% inserindo (13770/30184)
[progress] proposals 45% inserindo (13771/30184)
[progress] proposals 45% inserindo (13772/30184)
[progress] proposals 45% inserindo (13773/30184)
[progress] proposals 45% inserindo (13774/30184)
[progress] proposals 45% inserindo (13775/30184)
[progress] proposals 45% inserindo (13776/30184)
[progress] proposals 45% inserindo (13777/30184)
[progress] proposals 45% inserindo (13778/30184)
[progress] proposals 45% inserindo (13779/30184)
[progress] proposals 45% inserindo (13780/30184)
[progress] proposals 45% inserindo (13781/30184)
[progress] proposals 45% inserindo (13782/30184)
[progress] proposals 45% inserindo (13783/30184)
[progress] proposals 45% inserindo (13784/30184)
[progress] proposals 45% inserindo (13785/30184)
[progress] proposals 45% inserindo (13786/30184)
[progress] proposals 45% inserindo (13787/30184)
[progress] proposals 45% inserindo (13788/30184)
[progress] proposals 45% inserindo (13789/30184)
[progress] proposals 45% inserindo (13790/30184)
[progress] proposals 45% inserindo (13791/30184)
[progress] proposals 45% inserindo (13792/30184)
[progress] proposals 45% inserindo (13793/30184)
[progress] proposals 45% inserindo (13794/30184)
[progress] proposals 45% inserindo (13795/30184)
[progress] proposals 45% inserindo (13796/30184)
[progress] proposals 45% inserindo (13797/30184)
[progress] proposals 45% inserindo (13798/30184)
[progress] proposals 45% inserindo (13799/30184)
[progress] proposals 45% inserindo (13800/30184)
[progress] proposals 45% inserindo (13801/30184)
[progress] proposals 45% inserindo (13802/30184)
[progress] proposals 45% inserindo (13803/30184)
[progress] proposals 45% inserindo (13804/30184)
[progress] proposals 45% inserindo (13805/30184)
[progress] proposals 45% inserindo (13806/30184)
[progress] proposals 45% inserindo (13807/30184)
[progress] proposals 45% inserindo (13808/30184)
[progress] proposals 45% inserindo (13809/30184)
[progress] proposals 45% inserindo (13810/30184)
[progress] proposals 45% inserindo (13811/30184)
[progress] proposals 45% inserindo (13812/30184)
[progress] proposals 45% inserindo (13813/30184)
[progress] proposals 45% inserindo (13814/30184)
[progress] proposals 45% inserindo (13815/30184)
[progress] proposals 45% inserindo (13816/30184)
[progress] proposals 45% inserindo (13817/30184)
[progress] proposals 45% inserindo (13818/30184)
[progress] proposals 45% inserindo (13819/30184)
[progress] proposals 45% inserindo (13820/30184)
[progress] proposals 45% inserindo (13821/30184)
[progress] proposals 45% inserindo (13822/30184)
[progress] proposals 45% inserindo (13823/30184)
[progress] proposals 45% inserindo (13824/30184)
[progress] proposals 45% inserindo (13825/30184)
[progress] proposals 45% inserindo (13826/30184)
[progress] proposals 45% inserindo (13827/30184)
[progress] proposals 45% inserindo (13828/30184)
[progress] proposals 45% inserindo (13829/30184)
[progress] proposals 45% inserindo (13830/30184)
[progress] proposals 45% inserindo (13831/30184)
[progress] proposals 45% inserindo (13832/30184)
[progress] proposals 45% inserindo (13833/30184)
[progress] proposals 45% inserindo (13834/30184)
[progress] proposals 45% inserindo (13835/30184)
[progress] proposals 45% inserindo (13836/30184)
[progress] proposals 45% inserindo (13837/30184)
[progress] proposals 45% inserindo (13838/30184)
[progress] proposals 45% inserindo (13839/30184)
[progress] proposals 45% inserindo (13840/30184)
[progress] proposals 45% inserindo (13841/30184)
[progress] proposals 45% inserindo (13842/30184)
[progress] proposals 45% inserindo (13843/30184)
[progress] proposals 45% inserindo (13844/30184)
[progress] proposals 45% inserindo (13845/30184)
[progress] proposals 45% inserindo (13846/30184)
[progress] proposals 45% inserindo (13847/30184)
[progress] proposals 45% inserindo (13848/30184)
[progress] proposals 45% inserindo (13849/30184)
[progress] proposals 45% inserindo (13850/30184)
[progress] proposals 45% inserindo (13851/30184)
[progress] proposals 45% inserindo (13852/30184)
[progress] proposals 45% inserindo (13853/30184)
[progress] proposals 45% inserindo (13854/30184)
[progress] proposals 45% inserindo (13855/30184)
[progress] proposals 45% inserindo (13856/30184)
[progress] proposals 45% inserindo (13857/30184)
[progress] proposals 45% inserindo (13858/30184)
[progress] proposals 45% inserindo (13859/30184)
[progress] proposals 45% inserindo (13860/30184)
[progress] proposals 45% inserindo (13861/30184)
[progress] proposals 45% inserindo (13862/30184)
[progress] proposals 45% inserindo (13863/30184)
[progress] proposals 45% inserindo (13864/30184)
[progress] proposals 45% inserindo (13865/30184)
[progress] proposals 45% inserindo (13866/30184)
[progress] proposals 45% inserindo (13867/30184)
[progress] proposals 45% inserindo (13868/30184)
[progress] proposals 45% inserindo (13869/30184)
[progress] proposals 45% inserindo (13870/30184)
[progress] proposals 45% inserindo (13871/30184)
[progress] proposals 45% inserindo (13872/30184)
[progress] proposals 45% inserindo (13873/30184)
[progress] proposals 45% inserindo (13874/30184)
[progress] proposals 45% inserindo (13875/30184)
[progress] proposals 45% inserindo (13876/30184)
[progress] proposals 45% inserindo (13877/30184)
[progress] proposals 45% inserindo (13878/30184)
[progress] proposals 45% inserindo (13879/30184)
[progress] proposals 45% inserindo (13880/30184)
[progress] proposals 45% inserindo (13881/30184)
[progress] proposals 45% inserindo (13882/30184)
[progress] proposals 45% inserindo (13883/30184)
[progress] proposals 46% inserindo (13884/30184)
[progress] proposals 46% inserindo (13885/30184)
[progress] proposals 46% inserindo (13886/30184)
[progress] proposals 46% inserindo (13887/30184)
[progress] proposals 46% inserindo (13888/30184)
[progress] proposals 46% inserindo (13889/30184)
[progress] proposals 46% inserindo (13890/30184)
[progress] proposals 46% inserindo (13891/30184)
[progress] proposals 46% inserindo (13892/30184)
[progress] proposals 46% inserindo (13893/30184)
[progress] proposals 46% inserindo (13894/30184)
[progress] proposals 46% inserindo (13895/30184)
[progress] proposals 46% inserindo (13896/30184)
[progress] proposals 46% inserindo (13897/30184)
[progress] proposals 46% inserindo (13898/30184)
[progress] proposals 46% inserindo (13899/30184)
[progress] proposals 46% inserindo (13900/30184)
[progress] proposals 46% inserindo (13901/30184)
[progress] proposals 46% inserindo (13902/30184)
[progress] proposals 46% inserindo (13903/30184)
[progress] proposals 46% inserindo (13904/30184)
[progress] proposals 46% inserindo (13905/30184)
[progress] proposals 46% inserindo (13906/30184)
[progress] proposals 46% inserindo (13907/30184)
[progress] proposals 46% inserindo (13908/30184)
[progress] proposals 46% inserindo (13909/30184)
[progress] proposals 46% inserindo (13910/30184)
[progress] proposals 46% inserindo (13911/30184)
[progress] proposals 46% inserindo (13912/30184)
[progress] proposals 46% inserindo (13913/30184)
[progress] proposals 46% inserindo (13914/30184)
[progress] proposals 46% inserindo (13915/30184)
[progress] proposals 46% inserindo (13916/30184)
[progress] proposals 46% inserindo (13917/30184)
[progress] proposals 46% inserindo (13918/30184)
[progress] proposals 46% inserindo (13919/30184)
[progress] proposals 46% inserindo (13920/30184)
[progress] proposals 46% inserindo (13921/30184)
[progress] proposals 46% inserindo (13922/30184)
[progress] proposals 46% inserindo (13923/30184)
[progress] proposals 46% inserindo (13924/30184)
[progress] proposals 46% inserindo (13925/30184)
[progress] proposals 46% inserindo (13926/30184)
[progress] proposals 46% inserindo (13927/30184)
[progress] proposals 46% inserindo (13928/30184)
[progress] proposals 46% inserindo (13929/30184)
[progress] proposals 46% inserindo (13930/30184)
[progress] proposals 46% inserindo (13931/30184)
[progress] proposals 46% inserindo (13932/30184)
[progress] proposals 46% inserindo (13933/30184)
[progress] proposals 46% inserindo (13934/30184)
[progress] proposals 46% inserindo (13935/30184)
[progress] proposals 46% inserindo (13936/30184)
[progress] proposals 46% inserindo (13937/30184)
[progress] proposals 46% inserindo (13938/30184)
[progress] proposals 46% inserindo (13939/30184)
[progress] proposals 46% inserindo (13940/30184)
[progress] proposals 46% inserindo (13941/30184)
[progress] proposals 46% inserindo (13942/30184)
[progress] proposals 46% inserindo (13943/30184)
[progress] proposals 46% inserindo (13944/30184)
[progress] proposals 46% inserindo (13945/30184)
[progress] proposals 46% inserindo (13946/30184)
[progress] proposals 46% inserindo (13947/30184)
[progress] proposals 46% inserindo (13948/30184)
[progress] proposals 46% inserindo (13949/30184)
[progress] proposals 46% inserindo (13950/30184)
[progress] proposals 46% inserindo (13951/30184)
[progress] proposals 46% inserindo (13952/30184)
[progress] proposals 46% inserindo (13953/30184)
[progress] proposals 46% inserindo (13954/30184)
[progress] proposals 46% inserindo (13955/30184)
[progress] proposals 46% inserindo (13956/30184)
[progress] proposals 46% inserindo (13957/30184)
[progress] proposals 46% inserindo (13958/30184)
[progress] proposals 46% inserindo (13959/30184)
[progress] proposals 46% inserindo (13960/30184)
[progress] proposals 46% inserindo (13961/30184)
[progress] proposals 46% inserindo (13962/30184)
[progress] proposals 46% inserindo (13963/30184)
[progress] proposals 46% inserindo (13964/30184)
[progress] proposals 46% inserindo (13965/30184)
[progress] proposals 46% inserindo (13966/30184)
[progress] proposals 46% inserindo (13967/30184)
[progress] proposals 46% inserindo (13968/30184)
[progress] proposals 46% inserindo (13969/30184)
[progress] proposals 46% inserindo (13970/30184)
[progress] proposals 46% inserindo (13971/30184)
[progress] proposals 46% inserindo (13972/30184)
[progress] proposals 46% inserindo (13973/30184)
[progress] proposals 46% inserindo (13974/30184)
[progress] proposals 46% inserindo (13975/30184)
[progress] proposals 46% inserindo (13976/30184)
[progress] proposals 46% inserindo (13977/30184)
[progress] proposals 46% inserindo (13978/30184)
[progress] proposals 46% inserindo (13979/30184)
[progress] proposals 46% inserindo (13980/30184)
[progress] proposals 46% inserindo (13981/30184)
[progress] proposals 46% inserindo (13982/30184)
[progress] proposals 46% inserindo (13983/30184)
[progress] proposals 46% inserindo (13984/30184)
[progress] proposals 46% inserindo (13985/30184)
[progress] proposals 46% inserindo (13986/30184)
[progress] proposals 46% inserindo (13987/30184)
[progress] proposals 46% inserindo (13988/30184)
[progress] proposals 46% inserindo (13989/30184)
[progress] proposals 46% inserindo (13990/30184)
[progress] proposals 46% inserindo (13991/30184)
[progress] proposals 46% inserindo (13992/30184)
[progress] proposals 46% inserindo (13993/30184)
[progress] proposals 46% inserindo (13994/30184)
[progress] proposals 46% inserindo (13995/30184)
[progress] proposals 46% inserindo (13996/30184)
[progress] proposals 46% inserindo (13997/30184)
[progress] proposals 46% inserindo (13998/30184)
[progress] proposals 46% inserindo (13999/30184)
[progress] proposals 46% inserindo (14000/30184)
[progress] proposals 46% inserindo (14001/30184)
[progress] proposals 46% inserindo (14002/30184)
[progress] proposals 46% inserindo (14003/30184)
[progress] proposals 46% inserindo (14004/30184)
[progress] proposals 46% inserindo (14005/30184)
[progress] proposals 46% inserindo (14006/30184)
[progress] proposals 46% inserindo (14007/30184)
[progress] proposals 46% inserindo (14008/30184)
[progress] proposals 46% inserindo (14009/30184)
[progress] proposals 46% inserindo (14010/30184)
[progress] proposals 46% inserindo (14011/30184)
[progress] proposals 46% inserindo (14012/30184)
[progress] proposals 46% inserindo (14013/30184)
[progress] proposals 46% inserindo (14014/30184)
[progress] proposals 46% inserindo (14015/30184)
[progress] proposals 46% inserindo (14016/30184)
[progress] proposals 46% inserindo (14017/30184)
[progress] proposals 46% inserindo (14018/30184)
[progress] proposals 46% inserindo (14019/30184)
[progress] proposals 46% inserindo (14020/30184)
[progress] proposals 46% inserindo (14021/30184)
[progress] proposals 46% inserindo (14022/30184)
[progress] proposals 46% inserindo (14023/30184)
[progress] proposals 46% inserindo (14024/30184)
[progress] proposals 46% inserindo (14025/30184)
[progress] proposals 46% inserindo (14026/30184)
[progress] proposals 46% inserindo (14027/30184)
[progress] proposals 46% inserindo (14028/30184)
[progress] proposals 46% inserindo (14029/30184)
[progress] proposals 46% inserindo (14030/30184)
[progress] proposals 46% inserindo (14031/30184)
[progress] proposals 46% inserindo (14032/30184)
[progress] proposals 46% inserindo (14033/30184)
[progress] proposals 46% inserindo (14034/30184)
[progress] proposals 46% inserindo (14035/30184)
[progress] proposals 46% inserindo (14036/30184)
[progress] proposals 46% inserindo (14037/30184)
[progress] proposals 46% inserindo (14038/30184)
[progress] proposals 46% inserindo (14039/30184)
[progress] proposals 46% inserindo (14040/30184)
[progress] proposals 46% inserindo (14041/30184)
[progress] proposals 46% inserindo (14042/30184)
[progress] proposals 46% inserindo (14043/30184)
[progress] proposals 46% inserindo (14044/30184)
[progress] proposals 46% inserindo (14045/30184)
[progress] proposals 46% inserindo (14046/30184)
[progress] proposals 46% inserindo (14047/30184)
[progress] proposals 46% inserindo (14048/30184)
[progress] proposals 46% inserindo (14049/30184)
[progress] proposals 46% inserindo (14050/30184)
[progress] proposals 46% inserindo (14051/30184)
[progress] proposals 46% inserindo (14052/30184)
[progress] proposals 46% inserindo (14053/30184)
[progress] proposals 46% inserindo (14054/30184)
[progress] proposals 46% inserindo (14055/30184)
[progress] proposals 46% inserindo (14056/30184)
[progress] proposals 46% inserindo (14057/30184)
[progress] proposals 46% inserindo (14058/30184)
[progress] proposals 46% inserindo (14059/30184)
[progress] proposals 46% inserindo (14060/30184)
[progress] proposals 46% inserindo (14061/30184)
[progress] proposals 46% inserindo (14062/30184)
[progress] proposals 46% inserindo (14063/30184)
[progress] proposals 46% inserindo (14064/30184)
[progress] proposals 46% inserindo (14065/30184)
[progress] proposals 46% inserindo (14066/30184)
[progress] proposals 46% inserindo (14067/30184)
[progress] proposals 46% inserindo (14068/30184)
[progress] proposals 46% inserindo (14069/30184)
[progress] proposals 46% inserindo (14070/30184)
[progress] proposals 46% inserindo (14071/30184)
[progress] proposals 46% inserindo (14072/30184)
[progress] proposals 46% inserindo (14073/30184)
[progress] proposals 46% inserindo (14074/30184)
[progress] proposals 46% inserindo (14075/30184)
[progress] proposals 46% inserindo (14076/30184)
[progress] proposals 46% inserindo (14077/30184)
[progress] proposals 46% inserindo (14078/30184)
[progress] proposals 46% inserindo (14079/30184)
[progress] proposals 46% inserindo (14080/30184)
[progress] proposals 46% inserindo (14081/30184)
[progress] proposals 46% inserindo (14082/30184)
[progress] proposals 46% inserindo (14083/30184)
[progress] proposals 46% inserindo (14084/30184)
[progress] proposals 46% inserindo (14085/30184)
[progress] proposals 46% inserindo (14086/30184)
[progress] proposals 46% inserindo (14087/30184)
[progress] proposals 46% inserindo (14088/30184)
[progress] proposals 46% inserindo (14089/30184)
[progress] proposals 46% inserindo (14090/30184)
[progress] proposals 46% inserindo (14091/30184)
[progress] proposals 46% inserindo (14092/30184)
[progress] proposals 46% inserindo (14093/30184)
[progress] proposals 46% inserindo (14094/30184)
[progress] proposals 46% inserindo (14095/30184)
[progress] proposals 46% inserindo (14096/30184)
[progress] proposals 46% inserindo (14097/30184)
[progress] proposals 46% inserindo (14098/30184)
[progress] proposals 46% inserindo (14099/30184)
[progress] proposals 46% inserindo (14100/30184)
[progress] proposals 46% inserindo (14101/30184)
[progress] proposals 46% inserindo (14102/30184)
[progress] proposals 46% inserindo (14103/30184)
[progress] proposals 46% inserindo (14104/30184)
[progress] proposals 46% inserindo (14105/30184)
[progress] proposals 46% inserindo (14106/30184)
[progress] proposals 46% inserindo (14107/30184)
[progress] proposals 46% inserindo (14108/30184)
[progress] proposals 46% inserindo (14109/30184)
[progress] proposals 46% inserindo (14110/30184)
[progress] proposals 46% inserindo (14111/30184)
[progress] proposals 46% inserindo (14112/30184)
[progress] proposals 46% inserindo (14113/30184)
[progress] proposals 46% inserindo (14114/30184)
[progress] proposals 46% inserindo (14115/30184)
[progress] proposals 46% inserindo (14116/30184)
[progress] proposals 46% inserindo (14117/30184)
[progress] proposals 46% inserindo (14118/30184)
[progress] proposals 46% inserindo (14119/30184)
[progress] proposals 46% inserindo (14120/30184)
[progress] proposals 46% inserindo (14121/30184)
[progress] proposals 46% inserindo (14122/30184)
[progress] proposals 46% inserindo (14123/30184)
[progress] proposals 46% inserindo (14124/30184)
[progress] proposals 46% inserindo (14125/30184)
[progress] proposals 46% inserindo (14126/30184)
[progress] proposals 46% inserindo (14127/30184)
[progress] proposals 46% inserindo (14128/30184)
[progress] proposals 46% inserindo (14129/30184)
[progress] proposals 46% inserindo (14130/30184)
[progress] proposals 46% inserindo (14131/30184)
[progress] proposals 46% inserindo (14132/30184)
[progress] proposals 46% inserindo (14133/30184)
[progress] proposals 46% inserindo (14134/30184)
[progress] proposals 46% inserindo (14135/30184)
[progress] proposals 46% inserindo (14136/30184)
[progress] proposals 46% inserindo (14137/30184)
[progress] proposals 46% inserindo (14138/30184)
[progress] proposals 46% inserindo (14139/30184)
